weight,party_rand_cat,democrat_therm_1,republican_therm_1,general_trust,institutional_corruption,institutional_response,vote_importance,pride,fair_treatment,maga,norm_judges,norm_judges_perception,norm_polling,norm_polling_perception,norm_executive,norm_executive_perception,norm_censorship,norm_censorship_perception,norm_loyalty,norm_loyalty_perception,violence1,violence2,violence3,violence4,violence5,violence6,violence3_perception,violence6_perception,policy_graduated_taxes,policy_energy_ind,policy_health_insur,policy_free_trade,policy_gun_rights,matchup2024,birthyr,gender,race,hispanic,speakspanish,educ,marstat,employ,faminc_new,child18,pid3,pid7,presvote16post,presvote20post,inputstate,urbanicity2,votereg,ideo5,newsint,religpew,pew_churatd,pew_bornagain,pew_religimp,pew_prayer,starttime,endtime,engaged,year,week,survey,uid_public
0.7602695988,,100.0,0.0,No,Likely to refuse,Unlikely,Important,Very proud,Agree,,Strongly disagree,71,Strongly disagree,75,Strongly disagree,68,Strongly disagree,61,Strongly disagree,69,Oppose,,,,,,17.0,3.0,1. Tax richer people at a higher rate,4. Middle of the road; see the pros and cons of both sides,1. Implement government health insurance for everyone,4. Middle of the road; see the pros and cons of both sides,"1. Ban the manufacture, possession, and sale of assault rifles and semi-automatic weapons",Kamala Harris,1989,Female,Hispanic,Yes,I speak both Spanish and English equally,4-year,Married,Homemaker,"$80,000 - $99,999",Yes,Democrat,Strong Democrat,Hillary Clinton,Joe Biden,New Jersey,Big city,Yes,Liberal,Only now and then,Roman Catholic,Seldom,No,Somewhat important,A few times a week,2024-08-30 16:00:35,2024-08-30 16:05:21,1,2024,36,103,2052209928
0.5741152777,,0.0,99.0,No,Likely to accept,Equally likely to or unlikely,Very important,Moderately proud,Disagree,Neither,Strongly disagree,100,Strongly disagree,100,Strongly disagree,100,Strongly agree,3,Strongly disagree,100,Strongly oppose,,,,,,100.0,100.0,4. Middle of the road; see the pros and cons of both sides,7. Increase U.S. production of natural gas and coal,7. Have individuals and private insurance pay medical expenses,1. Limit free trade,"1. Ban the manufacture, possession, and sale of assault rifles and semi-automatic weapons",Donald Trump,1983,Female,White,No,I can not speak Spanish,High school graduate,Married,Full-time,"$70,000 - $79,999",Yes,Republican,Strong Republican,Donald Trump,Donald Trump,Florida,Suburban area,Yes,Moderate,Most of the time,Atheist,Never,No,Not at all important,Never,2024-08-30 16:01:12,2024-08-30 16:06:30,1,2024,36,103,375427533
0.6800203842,,85.0,0.0,No,Likely to refuse,Equally likely to or unlikely,Very important,Not at all proud,Agree,,Strongly disagree,40,Strongly disagree,40,Agree,85,Strongly disagree,50,Strongly disagree,50,Support,Oppose,,,,,20.0,15.0,1. Tax richer people at a higher rate,1. Decrease U.S. production of natural gas and coal,1. Implement government health insurance for everyone,6.,"1. Ban the manufacture, possession, and sale of assault rifles and semi-automatic weapons",Kamala Harris,1968,Male,Hispanic,Yes,I speak both Spanish and English equally,Post-grad,Married,Full-time,"$200,000 - $249,999",Yes,Democrat,Strong Democrat,Hillary Clinton,Joe Biden,California,Big city,Yes,Very liberal,Most of the time,Atheist,Never,No,Not at all important,Never,2024-08-30 16:00:38,2024-08-30 16:06:55,1,2024,36,103,1293953826
0.9674806303,,10.0,40.0,No,Likely to accept,Unlikely,Important,Moderately proud,Neither agree nor disagree,Neither,Strongly disagree,90,Strongly disagree,90,Neither agree nor disagree,89,Strongly disagree,84,Strongly disagree,75,Oppose,,,,,,81.0,30.0,6.,3.,4. Middle of the road; see the pros and cons of both sides,4. Middle of the road; see the pros and cons of both sides,"1. Ban the manufacture, possession, and sale of assault rifles and semi-automatic weapons",Donald Trump,1981,Male,Asian,No,I can not speak Spanish,4-year,Married,Full-time,"$250,000 - $349,999",Yes,Independent,Lean Republican,Hillary Clinton,Joe Biden,California,Suburban area,Yes,Moderate,Some of the time,Nothing in particular,Never,No,Not too important,Once a day,2024-08-30 16:01:22,2024-08-30 16:07:45,1,2024,36,103,514409961
1.0046179199,,80.0,25.0,Yes,Likely to accept,Equally likely to or unlikely,Important,Moderately proud,Disagree,,Agree,88,Disagree,53,Neither agree nor disagree,25,Disagree,88,Agree,5,Support,Support,Oppose,,,,70.0,85.0,1. Tax richer people at a higher rate,4. Middle of the road; see the pros and cons of both sides,1. Implement government health insurance for everyone,4. Middle of the road; see the pros and cons of both sides,3.,Kamala Harris,2004,Female,White,No,I can not speak Spanish,High school graduate,Domestic / civil partnership,Full-time,"$20,000 - $29,999",No,Democrat,Strong Democrat,Did not vote for President,Did not vote for President,Alabama,Smaller city,Yes,Very liberal,Some of the time,Agnostic,Seldom,No,Not at all important,Never,2024-08-30 16:02:02,2024-08-30 16:07:46,1,2024,36,103,2147483647
0.8804078734,,85.0,15.0,Yes,Likely to refuse,Equally likely to or unlikely,Very important,Very proud,Agree,,Disagree,60,Strongly disagree,40,Agree,90,Strongly disagree,41,Strongly disagree,75,Support,Oppose,,,,,33.0,6.0,1. Tax richer people at a higher rate,3.,4. Middle of the road; see the pros and cons of both sides,7. Allow free trade,2.,Kamala Harris,1999,Male,White,No,I can not speak Spanish,4-year,Never married,Part-time,"Less than $10,000",No,Democrat,Strong Democrat,Did not vote for President,Joe Biden,Maryland,Big city,Yes,Liberal,Most of the time,Atheist,Never,No,Not at all important,Never,2024-08-30 16:02:22,2024-08-30 16:08:11,1,2024,36,103,1767341046
1.5655043967,,29.0,25.0,No,Likely to accept,Equally likely to or unlikely,Very important,Very proud,Agree,,Strongly disagree,48,Strongly disagree,52,Strongly disagree,75,Strongly disagree,21,Strongly disagree,61,Support,Oppose,,,,,50.0,2.0,3.,7. Increase U.S. production of natural gas and coal,5.,3.,6.,Kamala Harris,1983,Female,White,No,I can not speak Spanish,Post-grad,Married,Full-time,"$60,000 - $69,999",No,Independent,Lean Democrat,Did not vote for President,Did not vote for President,North Dakota,Smaller city,Yes,Moderate,Most of the time,Protestant,Once a week,No,Somewhat important,Never,2024-08-30 16:03:02,2024-08-30 16:09:21,1,2024,36,103,656044491
0.6846849138,,20.0,0.0,Yes,Extremely likely to accept,Extremely unlikely,Unimportant,Not at all proud,Strongly disagree,,Agree,100,Strongly disagree,60,Strongly agree,100,Disagree,100,Neither agree nor disagree,79,Strongly support,Strongly support,Oppose,,,,80.0,70.0,1. Tax richer people at a higher rate,1. Decrease U.S. production of natural gas and coal,1. Implement government health insurance for everyone,7. Allow free trade,"7. Do not restrict the manufacture, possession, and sale of assault rifles and semi-automatic weapons",Another candidate,1991,Female,White,No,I can not speak Spanish,High school graduate,Never married,Homemaker,Prefer not to say,Yes,Other,Lean Democrat,Jill Stein,Donald Trump,Wisconsin,Small town,Yes,Very liberal,Most of the time,Atheist,Never,No,Not at all important,Never,2024-08-30 16:02:24,2024-08-30 16:09:57,1,2024,36,103,2147483647
0.6920733724,Independent assigned Democrat,6.0,2.0,No,Likely to accept,Unlikely,Important,Moderately proud,Neither agree nor disagree,,Strongly disagree,71,Strongly disagree,81,Neither agree nor disagree,94,Strongly disagree,57,Disagree,89,Oppose,,,,,,60.0,39.0,1. Tax richer people at a higher rate,4. Middle of the road; see the pros and cons of both sides,2.,7. Allow free trade,"1. Ban the manufacture, possession, and sale of assault rifles and semi-automatic weapons",Kamala Harris,1954,Male,White,No,I can not speak Spanish,Some college,Divorced,Retired,"$20,000 - $29,999",No,Independent,Independent,Gary Johnson,Did not vote for President,Nevada,Smaller city,Yes,Moderate,Some of the time,Agnostic,Never,No,Not at all important,Never,2024-08-30 16:00:46,2024-08-30 16:09:58,1,2024,36,103,505230159
0.6438453052,Independent assigned Democrat,10.0,50.0,No,Equally likely to refuse or accept,Extremely unlikely,Very important,Extremely proud,Strongly disagree,,Strongly disagree,0,Strongly disagree,0,Strongly disagree,0,Strongly disagree,0,Strongly disagree,0,Strongly support,Strongly oppose,,,,,0.0,0.0,7. Tax everyone at the same rate,7. Increase U.S. production of natural gas and coal,5.,4. Middle of the road; see the pros and cons of both sides,"7. Do not restrict the manufacture, possession, and sale of assault rifles and semi-automatic weapons",Donald Trump,1993,Male,Two or more races,No,I can not speak Spanish,4-year,Married,Full-time,Prefer not to say,No,Other,Independent,Donald Trump,Jo Jorgensen,Texas,Rural area,Yes,Moderate,Most of the time,Protestant,A few times a year,No,Somewhat important,A few times a week,2024-08-30 16:02:30,2024-08-30 16:10:12,1,2024,36,103,2147483647
