weight,party_rand_cat,democrat_therm_1,republican_therm_1,general_trust,institutional_corruption,institutional_response,vote_importance,pride,fair_treatment,maga,norm_judges,norm_judges_perception,norm_polling,norm_polling_perception,norm_executive,norm_executive_perception,norm_censorship,norm_censorship_perception,norm_loyalty,norm_loyalty_perception,violence1,violence2,violence3,violence4,violence5,violence6,violence3_perception,violence6_perception,policy_graduated_taxes,policy_energy_ind,policy_health_insur,policy_free_trade,policy_gun_rights,matchup2024,birthyr,gender,race,hispanic,speakspanish,educ,marstat,employ,faminc_new,child18,pid3,pid7,presvote16post,presvote20post,inputstate,urbanicity2,votereg,ideo5,newsint,religpew,pew_churatd,pew_bornagain,pew_religimp,pew_prayer,starttime,endtime,engaged,year,week,survey,uid_public
0.9196912572,,40,0.0,No,Extremely likely to accept,Extremely unlikely,Very important,Only a little proud,Disagree,,Strongly disagree,71,Strongly disagree,90.0,Neither agree nor disagree,89.0,Strongly disagree,70,Strongly disagree,80,Support,Oppose,,,,,70,52,,3.,,3.,"1. Ban the manufacture, possession, and sale of assault rifles and semi-automatic weapons",,1991,Female,Two or more races,No,I can not speak Spanish,4-year,Married,Full-time,"$80,000 - $99,999",No,Independent,Lean Democrat,Did not vote for President,Joe Biden,Oklahoma,Suburban area,Yes,Liberal,Some of the time,Agnostic,Never,No,Not at all important,Never,2023-02-10 17:17:21,2023-02-10 17:27:18,1,2023,7,22,646420179
1.8302178668,,50,55.0,Yes,Equally likely to refuse or accept,Likely,Very important,Extremely proud,Agree,,Agree,50,Neither agree nor disagree,50.0,Neither agree nor disagree,51.0,Agree,50,Neither agree nor disagree,50,Neither support nor oppose,,,,,,50,36,4. Middle of the road; see the pros and cons of both sides,,,4. Middle of the road; see the pros and cons of both sides,,,1985,Male,White,No,I can not speak Spanish,Post-grad,Married,Full-time,"$100,000 - $119,999",Yes,Democrat,Strong Democrat,Hillary Clinton,Joe Biden,New York,Big city,Yes,Liberal,Some of the time,Roman Catholic,A few times a year,No,Not too important,Seldom,2023-02-10 17:18:13,2023-02-10 17:28:14,0,2023,7,22,1819313976
0.6904745814,,50,50.0,No,Equally likely to refuse or accept,Equally likely to or unlikely,Neither important nor unimportant,Very proud,Neither agree nor disagree,,Neither agree nor disagree,50,Neither agree nor disagree,49.0,Neither agree nor disagree,50.0,Neither agree nor disagree,50,Neither agree nor disagree,49,Neither support nor oppose,,,,,,50,51,,7. Increase U.S. production of natural gas and coal,,4. Middle of the road; see the pros and cons of both sides,,,2003,Female,White,No,I can not speak Spanish,High school graduate,Never married,Student,"Less than $10,000",No,Democrat,Not very strong Democrat,Did not vote for President,Did not vote for President,Texas,Big city,Yes,Moderate,Hardly at all,Something else,Once a week,Yes,Very important,Several times a day,2023-02-10 17:19:09,2023-02-10 17:28:21,1,2023,7,22,1842248100
1.6943379785,,87,66.0,Yes,Likely to refuse,Likely,Important,Very proud,Agree,,Neither agree nor disagree,14,Agree,10.0,Neither agree nor disagree,10.0,Agree,13,Disagree,10,Support,Support,Oppose,,,,6,14,,4. Middle of the road; see the pros and cons of both sides,1. Implement government health insurance for everyone,,"1. Ban the manufacture, possession, and sale of assault rifles and semi-automatic weapons",,1995,Female,Black,No,I can not speak Spanish,4-year,Never married,Full-time,"$60,000 - $69,999",No,Democrat,Strong Democrat,Hillary Clinton,Joe Biden,Maryland,Big city,Yes,Liberal,Some of the time,Protestant,More than once a week,Yes,Very important,Several times a day,2023-02-10 17:19:40,2023-02-10 17:29:23,1,2023,7,22,1851905028
0.8647489045,,23,54.0,No,Likely to accept,Unlikely,Very important,Very proud,Neither agree nor disagree,Neither,Strongly disagree,70,Disagree,58.0,Neither agree nor disagree,82.0,Neither agree nor disagree,87,Neither agree nor disagree,77,Oppose,,,,,,29,0,,3.,,,"1. Ban the manufacture, possession, and sale of assault rifles and semi-automatic weapons",,1995,Female,White,No,I can not speak Spanish,4-year,Domestic / civil partnership,Full-time,"$120,000 - $149,999",No,Republican,Not very strong Republican,Did not vote for President,Jo Jorgensen,Minnesota,Suburban area,Yes,Conservative,Some of the time,Roman Catholic,Once or twice a month,No,Somewhat important,Once a day,2023-02-10 17:17:20,2023-02-10 17:29:40,1,2023,7,22,472971945
1.1437730068,,100,93.0,Yes,Extremely likely to accept,Extremely likely,Very important,Extremely proud,Strongly agree,,Strongly agree,93,Strongly agree,95.0,Strongly agree,93.0,Strongly agree,95,Strongly agree,87,Strongly support,Strongly support,Strongly support,Strongly support,Strongly support,Strongly support,94,77,,,,,5.,,1991,Male,White,Yes,I speak both Spanish and English equally,4-year,Married,Full-time,"$200,000 - $249,999",Yes,Democrat,Strong Democrat,Donald Trump,Donald Trump,Georgia,Smaller city,Yes,Moderate,Only now and then,Roman Catholic,Once a week,Yes,Very important,A few times a week,2023-02-10 17:20:26,2023-02-10 17:30:59,0,2023,7,22,1752747258
0.6083179819,Independent assigned Democrat,50,50.0,No,Equally likely to refuse or accept,Unlikely,Neither important nor unimportant,Moderately proud,Disagree,,Neither agree nor disagree,0,Neither agree nor disagree,0.0,Neither agree nor disagree,0.0,Neither agree nor disagree,0,Neither agree nor disagree,0,Neither support nor oppose,,,,,,0,0,4. Middle of the road; see the pros and cons of both sides,4. Middle of the road; see the pros and cons of both sides,,4. Middle of the road; see the pros and cons of both sides,4. Middle of the road; see the pros and cons of both sides,,1968,Female,White,No,I can not speak Spanish,High school graduate,Never married,Unemployed,"Less than $10,000",No,Independent,Independent,Did not vote for President,Did not vote for President,New Jersey,Big city,No,Moderate,Only now and then,Nothing in particular,Never,No,Not at all important,Never,2023-02-10 17:19:50,2023-02-10 17:31:28,0,2023,7,22,1786598094
3.6200000000,,72,19.0,No,Equally likely to refuse or accept,Likely,Important,Moderately proud,Neither agree nor disagree,,Neither agree nor disagree,16,Disagree,10.0,Neither agree nor disagree,25.0,Agree,24,Neither agree nor disagree,20,Neither support nor oppose,,,,,,50,43,,7. Increase U.S. production of natural gas and coal,,,4. Middle of the road; see the pros and cons of both sides,,1991,Female,Asian,No,I can not speak Spanish,Post-grad,Married,Homemaker,"$80,000 - $99,999",Yes,Not sure,Lean Democrat,Did not vote for President,Did not vote for President,Michigan,Suburban area,No,Moderate,Only now and then,Hindu,Once a week,No,Very important,Once a day,2023-02-10 17:18:09,2023-02-10 17:31:50,1,2023,7,22,1749617580
2.2401933148,,0,80.0,Yes,Equally likely to refuse or accept,Extremely likely,Very important,Extremely proud,Disagree,Neither,Disagree,90,Strongly agree,1.0,Disagree,90.0,Strongly disagree,100,Neither agree nor disagree,100,Strongly oppose,,,,,,100,100,7. Tax everyone at the same rate,7. Increase U.S. production of natural gas and coal,,7. Allow free trade,,,1961,Male,Other,Yes,I can not speak Spanish,Post-grad,Divorced,Full-time,"$350,000 - $499,999",No,Independent,Lean Republican,Donald Trump,Donald Trump,California,Suburban area,Yes,Moderate,Most of the time,Protestant,Once or twice a month,Yes,Very important,Several times a day,2023-02-10 17:18:20,2023-02-10 17:32:06,1,2023,7,22,398894700
0.6015415935,,92,38.0,No,Likely to refuse,Equally likely to or unlikely,Very important,Extremely proud,Neither agree nor disagree,,Disagree,20,Strongly disagree,5.0,Agree,0.0,Neither agree nor disagree,21,Disagree,20,Oppose,,,,,,50,21,,4. Middle of the road; see the pros and cons of both sides,,4. Middle of the road; see the pros and cons of both sides,,,1946,Male,White,No,I can not speak Spanish,High school graduate,Divorced,Retired,"$10,000 - $19,999",No,Democrat,Strong Democrat,Hillary Clinton,Joe Biden,Illinois,Small town,Yes,Moderate,Most of the time,Protestant,Once a week,No,Very important,Several times a day,2023-02-10 17:17:57,2023-02-10 17:32:26,1,2023,7,22,573207582
