weight,party_rand_cat,democrat_therm_1,republican_therm_1,general_trust,institutional_corruption,institutional_response,vote_importance,pride,fair_treatment,maga,norm_judges,norm_judges_perception,norm_polling,norm_polling_perception,norm_executive,norm_executive_perception,norm_censorship,norm_censorship_perception,norm_loyalty,norm_loyalty_perception,violence1,violence2,violence3,violence4,violence5,violence6,violence3_perception,violence6_perception,policy_graduated_taxes,policy_energy_ind,policy_health_insur,policy_free_trade,policy_gun_rights,matchup2024,birthyr,gender,race,hispanic,speakspanish,educ,marstat,employ,faminc_new,child18,pid3,pid7,presvote16post,presvote20post,inputstate,urbanicity2,votereg,ideo5,newsint,religpew,pew_churatd,pew_bornagain,pew_religimp,pew_prayer,starttime,endtime,engaged,year,week,survey,uid_public
1.2343209692,,1.0,100.0,No,Equally likely to refuse or accept,Equally likely to or unlikely,Very important,Moderately proud,Neither agree nor disagree,MAGA Republican,Neither agree nor disagree,49.0,Disagree,99.0,Neither agree nor disagree,0.0,Neither agree nor disagree,8.0,Strongly agree,82,Neither support nor oppose,,,,,,21.0,40.0,4. Middle of the road; see the pros and cons of both sides,,4. Middle of the road; see the pros and cons of both sides,,,,1991,Female,White,No,I can not speak Spanish,4-year,Married,Homemaker,"$30,000 - $39,999",No,Republican,Strong Republican,Did not vote for President,Donald Trump,Indiana,Smaller city,Yes,Very conservative,Only now and then,Protestant,Don't know,Yes,Very important,Don't know,2022-11-25 17:26:06,2022-11-25 17:32:25,0,2022,48,11,1327782252
0.7121254301,Independent assigned Democrat,60.0,38.0,No,Likely to refuse,Equally likely to or unlikely,Very important,Extremely proud,Disagree,,Neither agree nor disagree,25.0,Neither agree nor disagree,32.0,Agree,40.0,Neither agree nor disagree,50.0,Neither agree nor disagree,64,Neither support nor oppose,,,,,,60.0,28.0,,5.,,4. Middle of the road; see the pros and cons of both sides,,,1990,Female,White,No,I can not speak Spanish,No HS,Married,Homemaker,"Less than $10,000",Yes,Independent,Independent,Did not vote for President,Joe Biden,Pennsylvania,Smaller city,Yes,Very liberal,Only now and then,Protestant,Once or twice a month,Yes,Somewhat important,Never,2022-11-25 17:26:04,2022-11-25 17:32:30,0,2022,48,11,662141352
0.9083720414,Independent assigned Republican,39.0,38.0,No,Equally likely to refuse or accept,Equally likely to or unlikely,Neither important nor unimportant,Moderately proud,Neither agree nor disagree,,Neither agree nor disagree,13.0,Neither agree nor disagree,29.0,Neither agree nor disagree,11.0,Neither agree nor disagree,17.0,Neither agree nor disagree,15,Neither support nor oppose,,,,,,39.0,33.0,,,,4. Middle of the road; see the pros and cons of both sides,,,1994,Female,White,No,I can not speak Spanish,High school graduate,Never married,Full-time,"Less than $10,000",No,Independent,Independent,Did not vote for President,Did not vote for President,Georgia,Small town,No,Conservative,Only now and then,Something else,Once or twice a month,No,Very important,A few times a month,2022-11-25 17:26:07,2022-11-25 17:35:32,0,2022,48,11,1713701712
1.8941678882,,0.0,90.0,No,Extremely likely to refuse,Unlikely,Very important,Extremely proud,Agree,Neither,Strongly disagree,91.0,Strongly disagree,0.0,Strongly disagree,90.0,Strongly disagree,100.0,Strongly disagree,0,Oppose,,,,,,34.0,1.0,1. Tax richer people at a higher rate,,7. Have individuals and private insurance pay medical expenses,,,,1989,Female,White,No,I can not speak Spanish,Post-grad,Married,Homemaker,"$100,000 - $119,999",No,Other,Lean Republican,Donald Trump,Donald Trump,South Carolina,Small town,Yes,Conservative,Most of the time,Protestant,Once or twice a month,No,Very important,Several times a day,2022-11-25 17:27:34,2022-11-25 17:35:34,1,2022,48,11,626170728
0.4742974538,,45.0,6.0,No,Likely to accept,Likely,Neither important nor unimportant,Only a little proud,Agree,,Disagree,14.0,Disagree,51.0,Disagree,60.0,Disagree,74.0,Disagree,71,Support,Support,Oppose,,,,71.0,71.0,,,,4. Middle of the road; see the pros and cons of both sides,,,1961,Female,White,No,I can not speak Spanish,High school graduate,Widowed,Unemployed,"$30,000 - $39,999",No,Democrat,Not very strong Democrat,Jill Stein,Did not vote for President,Maine,Small town,Yes,Not sure,Hardly at all,Protestant,Seldom,No,Somewhat important,A few times a week,2022-11-25 17:26:58,2022-11-25 17:36:56,1,2022,48,11,522341940
0.7492147249,,67.0,65.0,No,Extremely likely to refuse,Extremely likely,Very important,Extremely proud,Strongly agree,Never Trumper,Strongly agree,61.0,Strongly agree,69.0,Strongly agree,73.0,Strongly agree,70.0,Strongly agree,64,Strongly support,Strongly support,Strongly support,Strongly support,Strongly support,Strongly support,85.0,67.0,,6.,6.,7. Allow free trade,,,1993,Female,White,No,I can not speak Spanish,High school graduate,Separated,Unemployed,"$20,000 - $29,999",Yes,Independent,Lean Republican,Donald Trump,Did not vote for President,Colorado,Rural area,Yes,Moderate,Some of the time,Jewish,Once a week,No,Not too important,Once a week,2022-11-25 17:28:52,2022-11-25 17:37:11,0,2022,48,11,1840993320
1.5022788359,Independent assigned Republican,1.0,1.0,No,Extremely likely to accept,Unlikely,Important,Very proud,Neither agree nor disagree,,Disagree,100.0,Strongly disagree,100.0,Disagree,100.0,Disagree,99.0,Disagree,94,Oppose,,,,,,82.0,94.0,,4. Middle of the road; see the pros and cons of both sides,,,,,1997,Female,White,No,I can not speak Spanish,4-year,Never married,Part-time,"$100,000 - $119,999",No,Independent,Independent,Donald Trump,Donald Trump,New York,Suburban area,Yes,Moderate,Some of the time,Roman Catholic,A few times a year,No,Somewhat important,Once a day,2022-11-25 17:29:48,2022-11-25 17:37:13,1,2022,48,11,462156555
0.9904227501,Independent assigned Republican,5.0,1.0,No,Extremely likely to accept,Extremely unlikely,Unimportant,Not at all proud,Strongly disagree,,Strongly disagree,1.0,Strongly disagree,25.0,Strongly disagree,1.0,Strongly disagree,1.0,Strongly disagree,1,Neither support nor oppose,,,,,,25.0,3.0,,,3.,,"7. Do not restrict the manufacture, possession, and sale of assault rifles and semi-automatic weapons",,1982,Female,White,No,I can not speak Spanish,Post-grad,Domestic / civil partnership,Part-time,"$20,000 - $29,999",No,Other,Independent,Did not vote for President,Did not vote for President,Montana,Rural area,No,Moderate,Hardly at all,Something else,Never,No,Not at all important,A few times a month,2022-11-25 17:26:39,2022-11-25 17:37:42,1,2022,48,11,1417336932
1.2403101273,,3.0,100.0,Yes,Equally likely to refuse or accept,Equally likely to or unlikely,Important,Extremely proud,Neither agree nor disagree,MAGA Republican,Neither agree nor disagree,48.0,Neither agree nor disagree,28.0,Neither agree nor disagree,23.0,Neither agree nor disagree,39.0,Neither agree nor disagree,50,Neither support nor oppose,,,,,,15.0,35.0,1. Tax richer people at a higher rate,,,,"7. Do not restrict the manufacture, possession, and sale of assault rifles and semi-automatic weapons",,1967,Female,White,No,I can not speak Spanish,Some college,Married,Full-time,"$150,000 - $199,999",Yes,Republican,Strong Republican,Did not vote for President,Donald Trump,Texas,Rural area,Yes,Conservative,Hardly at all,Nothing in particular,Never,No,Not too important,Once a day,2022-11-25 17:30:08,2022-11-25 17:37:57,0,2022,48,11,667875909
0.8333326041,,51.0,32.0,No,Equally likely to refuse or accept,Equally likely to or unlikely,Unimportant,Only a little proud,Neither agree nor disagree,,Disagree,43.0,Disagree,48.0,Disagree,46.0,Disagree,41.0,Neither agree nor disagree,43,Neither support nor oppose,,,,,,33.0,21.0,,4. Middle of the road; see the pros and cons of both sides,3.,,,,1987,Female,White,No,I can not speak Spanish,Some college,Widowed,Full-time,"$30,000 - $39,999",Yes,Democrat,Not very strong Democrat,Did not vote for President,Did not vote for President,Texas,Small town,Yes,Not sure,Hardly at all,Nothing in particular,Never,No,Not at all important,Never,2022-11-25 17:31:35,2022-11-25 17:38:13,0,2022,48,11,1552463598
