weight,party_rand_cat,democrat_therm_1,republican_therm_1,general_trust,institutional_corruption,institutional_response,vote_importance,pride,fair_treatment,maga,norm_judges,norm_judges_perception,norm_polling,norm_polling_perception,norm_executive,norm_executive_perception,norm_censorship,norm_censorship_perception,norm_loyalty,norm_loyalty_perception,violence1,violence2,violence3,violence4,violence5,violence6,violence3_perception,violence6_perception,policy_graduated_taxes,policy_energy_ind,policy_health_insur,policy_free_trade,policy_gun_rights,matchup2024,birthyr,gender,race,hispanic,speakspanish,educ,marstat,employ,faminc_new,child18,pid3,pid7,presvote16post,presvote20post,inputstate,urbanicity2,votereg,ideo5,newsint,religpew,pew_churatd,pew_bornagain,pew_religimp,pew_prayer,starttime,endtime,engaged,year,week,survey,uid_public
0.4435548325,,86.0,100.0,No,Likely to refuse,Likely,Important,Very proud,Agree,,,,Neither agree nor disagree,10.0,,,Strongly agree,8.0,Neither agree nor disagree,11.0,Neither support nor oppose,,,,,,,,,5.,5.,4. Middle of the road; see the pros and cons of both sides,5.,,1967,Female,Hispanic,Yes,I speak both Spanish and English equally,Some college,Separated,Part-time,"$30,000 - $39,999",No,Republican,Strong Republican,Donald Trump,Donald Trump,Texas,Suburban area,Yes,Conservative,Some of the time,Nothing in particular,Once a week,Yes,Somewhat important,A few times a week,2022-09-23 19:47:17,2022-09-23 19:51:22,0,2022,39,2,1452590508
1.1352691488,,76.0,4.0,Yes,Likely to refuse,Likely,Important,Moderately proud,Agree,,Disagree,36.0,Strongly disagree,62.0,Agree,81.0,,,,,Oppose,,,,,,,,,,2.,,"1. Ban the manufacture, possession, and sale of assault rifles and semi-automatic weapons",,1990,Female,White,No,I can not speak Spanish,Post-grad,Divorced,Unemployed,"$30,000 - $39,999",No,Other,Lean Democrat,Hillary Clinton,Joe Biden,Massachusetts,Big city,Yes,Very liberal,Some of the time,Eastern or Greek Orthodox,Once a week,No,Somewhat important,A few times a month,2022-09-23 19:45:39,2022-09-23 19:55:18,1,2022,39,2,1663144662
1.2472183026,,4.0,100.0,No,Likely to refuse,Equally likely to or unlikely,Very important,Extremely proud,Neither agree nor disagree,,,,Agree,10.0,Strongly agree,91.0,Strongly agree,93.0,,,Neither support nor oppose,,,,,,,,,,,4. Middle of the road; see the pros and cons of both sides,"7. Do not restrict the manufacture, possession, and sale of assault rifles and semi-automatic weapons",,1956,Male,White,No,I can not speak Spanish,High school graduate,Never married,Retired,"$20,000 - $29,999",No,Republican,Not very strong Republican,Donald Trump,Donald Trump,Ohio,Smaller city,Yes,Conservative,Most of the time,Protestant,Seldom,Yes,Somewhat important,Once a day,2022-09-23 19:49:02,2022-09-23 19:58:37,0,2022,39,2,1020932364
1.7449522047,,10.0,90.0,Yes,Likely to refuse,Unlikely,Very important,Extremely proud,Agree,,,,Strongly disagree,80.0,,,Strongly disagree,90.0,Strongly disagree,80.0,Oppose,,,,,,,,4. Middle of the road; see the pros and cons of both sides,7. Increase U.S. production of natural gas and coal,7. Have individuals and private insurance pay medical expenses,,,,1956,Male,White,No,I can not speak Spanish,Post-grad,Separated,Full-time,"$100,000 - $119,999",No,Independent,Lean Republican,Donald Trump,Donald Trump,Texas,Rural area,Yes,Very conservative,Most of the time,Roman Catholic,Seldom,No,Not too important,Once a week,2022-09-23 19:51:21,2022-09-23 20:00:26,1,2022,39,2,18178437
0.6741874686,,50.0,53.0,No,Likely to accept,Unlikely,Very important,Moderately proud,Agree,,,,Strongly disagree,65.0,Disagree,50.0,,,Strongly disagree,40.0,Strongly oppose,,,,,,,,5.,4. Middle of the road; see the pros and cons of both sides,,,"1. Ban the manufacture, possession, and sale of assault rifles and semi-automatic weapons",,1950,Male,White,No,I can not speak Spanish,Post-grad,Married,Retired,"$80,000 - $99,999",No,Republican,Not very strong Republican,Gary Johnson,Joe Biden,Indiana,Suburban area,Yes,Conservative,Some of the time,Protestant,Once a week,No,Somewhat important,Several times a day,2022-09-23 19:48:09,2022-09-23 20:00:49,1,2022,39,2,661941039
0.9992946499,,90.0,19.0,Yes,Likely to refuse,Equally likely to or unlikely,Very important,Only a little proud,Disagree,,Neither agree nor disagree,0.0,Disagree,0.0,Neither agree nor disagree,71.0,,,,,Neither support nor oppose,,,,,,,,,,1. Implement government health insurance for everyone,,,,2000,Female,White,No,I can not speak Spanish,4-year,Married,Full-time,"$120,000 - $149,999",No,Democrat,Not very strong Democrat,Did not vote for President,Joe Biden,Vermont,Rural area,Yes,Liberal,Only now and then,Nothing in particular,A few times a year,No,Not too important,Seldom,2022-09-23 19:49:42,2022-09-23 20:01:27,1,2022,39,2,1737579936
1.1836621438,,0.0,70.0,No,Likely to accept,Unlikely,Very important,Extremely proud,Disagree,,Disagree,71.0,Disagree,67.0,Disagree,80.0,,,,,Strongly support,Strongly oppose,,,,,,,4. Middle of the road; see the pros and cons of both sides,7. Increase U.S. production of natural gas and coal,,,"7. Do not restrict the manufacture, possession, and sale of assault rifles and semi-automatic weapons",,1968,Female,White,No,I can not speak Spanish,Some college,Separated,Part-time,Prefer not to say,No,Republican,Strong Republican,Donald Trump,Donald Trump,Illinois,Suburban area,Yes,Conservative,Most of the time,Roman Catholic,Seldom,No,Somewhat important,A few times a week,2022-09-23 19:49:20,2022-09-23 20:02:12,1,2022,39,2,1743277422
0.7981138328,,5.0,90.0,No,Equally likely to refuse or accept,Likely,Very important,Extremely proud,Agree,,Strongly disagree,96.0,Disagree,91.0,Strongly disagree,91.0,,,,,Support,Oppose,,,,,,,2.,,,,,,1934,Male,White,No,I can not speak Spanish,Some college,Married,Retired,"$100,000 - $119,999",No,Republican,Strong Republican,Donald Trump,Donald Trump,Arizona,Suburban area,Yes,Conservative,Most of the time,Agnostic,Never,No,Not at all important,Never,2022-09-23 19:50:26,2022-09-23 20:03:52,1,2022,39,2,187244895
1.3754917337,,6.0,40.0,No,Extremely likely to accept,Unlikely,Very important,Extremely proud,Strongly disagree,,,,Disagree,3.0,Agree,99.0,Neither agree nor disagree,100.0,,,Neither support nor oppose,,,,,,,,,7. Increase U.S. production of natural gas and coal,,4. Middle of the road; see the pros and cons of both sides,,,1964,Female,White,No,I can not speak Spanish,4-year,Divorced,Full-time,"$40,000 - $49,999",Yes,Other,Lean Republican,Donald Trump,Donald Trump,Pennsylvania,Smaller city,Yes,Conservative,Most of the time,Protestant,Once a week,Yes,Very important,Several times a day,2022-09-23 19:50:59,2022-09-23 20:04:16,1,2022,39,2,609746340
0.8041270166,,100.0,0.0,No,Extremely likely to accept,Extremely unlikely,Very important,Moderately proud,Neither agree nor disagree,,Neither agree nor disagree,90.0,,,Agree,92.0,,,Strongly disagree,99.0,Oppose,,,,,,,,,4. Middle of the road; see the pros and cons of both sides,,,4. Middle of the road; see the pros and cons of both sides,,1973,Male,White,No,I can not speak Spanish,4-year,Married,Full-time,"$150,000 - $199,999",Yes,Democrat,Not very strong Democrat,Hillary Clinton,Joe Biden,Colorado,Suburban area,Yes,Liberal,Some of the time,Protestant,Never,No,Somewhat important,Once a day,2022-09-23 19:51:13,2022-09-23 20:05:02,1,2022,39,2,1796780010
