weight,party_rand_cat,democrat_therm_1,republican_therm_1,general_trust,institutional_corruption,institutional_response,vote_importance,pride,fair_treatment,maga,norm_judges,norm_judges_perception,norm_polling,norm_polling_perception,norm_executive,norm_executive_perception,norm_censorship,norm_censorship_perception,norm_loyalty,norm_loyalty_perception,violence1,violence2,violence3,violence4,violence5,violence6,violence3_perception,violence6_perception,policy_graduated_taxes,policy_energy_ind,policy_health_insur,policy_free_trade,policy_gun_rights,matchup2024,birthyr,gender,race,hispanic,speakspanish,educ,marstat,employ,faminc_new,child18,pid3,pid7,presvote16post,presvote20post,inputstate,urbanicity2,votereg,ideo5,newsint,religpew,pew_churatd,pew_bornagain,pew_religimp,pew_prayer,starttime,endtime,engaged,year,week,survey,uid_public
0.7266330919,,100.0,0.0,Yes,Equally likely to refuse or accept,Equally likely to or unlikely,Very important,Very proud,Neither agree nor disagree,,Strongly disagree,1,Disagree,70,Neither agree nor disagree,90.0,Strongly disagree,90,Disagree,5.0,Neither support nor oppose,,,,,,,,1. Tax richer people at a higher rate,,1. Implement government health insurance for everyone,4. Middle of the road; see the pros and cons of both sides,,,1960,Male,White,No,I can not speak Spanish,Some college,Married,Unemployed,"$120,000 - $149,999",No,Democrat,Strong Democrat,Hillary Clinton,Joe Biden,New York,Big city,Yes,Very liberal,Most of the time,Agnostic,Never,No,Not at all important,Don't know,2022-10-14 22:21:49,2022-10-14 22:30:23,1,2022,42,5,18435
0.7563953912,,80.0,0.0,Yes,Likely to refuse,Equally likely to or unlikely,Very important,Very proud,Agree,,Disagree,100,Strongly disagree,80,Strongly agree,80.0,Neither agree nor disagree,100,Disagree,80.0,Oppose,,,,,,,,1. Tax richer people at a higher rate,4. Middle of the road; see the pros and cons of both sides,,,,,1959,Female,Hispanic,Yes,I speak English primarily but can speak Spanish,Post-grad,Separated,Full-time,"$120,000 - $149,999",No,Democrat,Strong Democrat,Hillary Clinton,Joe Biden,Arizona,Suburban area,Yes,Liberal,Most of the time,Roman Catholic,Once or twice a month,No,Very important,A few times a month,2022-10-19 22:58:07,2022-10-19 23:17:56,1,2022,42,5,18245658
0.8653923497,,8.0,90.0,No,Extremely likely to accept,Likely,Very important,Very proud,Disagree,,Strongly disagree,42,Strongly disagree,96,Strongly disagree,91.0,Disagree,99,Strongly disagree,92.0,Neither support nor oppose,,,,,,,,7. Tax everyone at the same rate,,,3.,,,1982,Female,Hispanic,Yes,I speak both Spanish and English equally,2-year,Married,Homemaker,"$120,000 - $149,999",Yes,Republican,Strong Republican,Donald Trump,Donald Trump,Texas,Suburban area,Yes,Very conservative,Some of the time,Roman Catholic,A few times a year,No,Somewhat important,A few times a week,2022-10-19 21:34:44,2022-10-19 21:55:06,1,2022,42,5,18359382
0.7118535877,,88.0,47.0,Yes,Likely to refuse,Unlikely,Very important,Extremely proud,Neither agree nor disagree,,Disagree,100,Strongly disagree,81,Neither agree nor disagree,89.0,Neither agree nor disagree,88,Strongly disagree,82.0,Oppose,,,,,,,,,3.,3.,6.,"1. Ban the manufacture, possession, and sale of assault rifles and semi-automatic weapons",,1940,Female,White,No,I can not speak Spanish,4-year,Widowed,Retired,"$30,000 - $39,999",No,Democrat,Strong Democrat,Hillary Clinton,Joe Biden,Illinois,Smaller city,Yes,Liberal,Most of the time,Roman Catholic,Once a week,No,Very important,Several times a day,2022-10-14 23:31:29,2022-10-14 23:57:00,0,2022,42,5,18385896
0.8237088621,,90.0,0.0,No,Extremely likely to accept,Unlikely,Very important,Very proud,Neither agree nor disagree,,Strongly disagree,100,Strongly disagree,100,Agree,100.0,Strongly disagree,100,Strongly disagree,100.0,Strongly support,Strongly support,Strongly oppose,,,,,,,,1. Implement government health insurance for everyone,,"1. Ban the manufacture, possession, and sale of assault rifles and semi-automatic weapons",,1954,Female,White,No,I can not speak Spanish,4-year,Never married,Retired,"$20,000 - $29,999",No,Democrat,Strong Democrat,Hillary Clinton,Joe Biden,Tennessee,Suburban area,Yes,Very liberal,Most of the time,Roman Catholic,Seldom,No,Very important,Several times a day,2022-10-15 03:25:00,2022-10-15 03:35:36,1,2022,42,5,18401520
1.1240759666,,0.0,56.0,No,Likely to accept,Equally likely to or unlikely,Very important,Extremely proud,Disagree,,Neither agree nor disagree,50,Disagree,97,Neither agree nor disagree,45.0,Neither agree nor disagree,78,Agree,51.0,Neither support nor oppose,,,,,,,,,7. Increase U.S. production of natural gas and coal,7. Have individuals and private insurance pay medical expenses,,4. Middle of the road; see the pros and cons of both sides,,1957,Female,White,No,I can not speak Spanish,Some college,Married,Permanently disabled,"$80,000 - $99,999",No,Republican,Strong Republican,Donald Trump,Donald Trump,Oklahoma,Suburban area,Yes,Very conservative,Most of the time,Protestant,Once a week,Yes,Very important,Several times a day,2022-10-15 17:06:52,2022-10-15 17:27:11,1,2022,42,5,18612201
0.4783206252,,76.0,0.0,No,Likely to accept,Equally likely to or unlikely,Very important,Extremely proud,Neither agree nor disagree,,Strongly disagree,54,Strongly disagree,84,Agree,90.0,Strongly disagree,81,Strongly disagree,84.0,Oppose,,,,,,,,,3.,,,"1. Ban the manufacture, possession, and sale of assault rifles and semi-automatic weapons",,1962,Male,Black,No,I can not speak Spanish,Post-grad,Divorced,Retired,"$60,000 - $69,999",No,Democrat,Strong Democrat,Hillary Clinton,Joe Biden,New York,Suburban area,Yes,Very liberal,Most of the time,Nothing in particular,Never,No,Not at all important,Never,2022-10-19 22:48:30,2022-10-19 23:01:00,1,2022,42,5,18630057
0.3610990676,Independent assigned Republican,20.0,20.0,Yes,Equally likely to refuse or accept,Equally likely to or unlikely,Very important,Extremely proud,Neither agree nor disagree,,Strongly disagree,60,Strongly disagree,60,Strongly disagree,80.0,Strongly disagree,60,Strongly disagree,60.0,Strongly oppose,,,,,,,,,,,6.,,,1957,Female,White,No,I can not speak Spanish,2-year,Never married,Full-time,"$40,000 - $49,999",No,Independent,Independent,Gary Johnson,Other,Oregon,Suburban area,Yes,Moderate,Most of the time,Nothing in particular,Seldom,No,Not at all important,Seldom,2022-10-14 22:25:53,2022-10-14 22:43:27,1,2022,42,5,18650235
0.6927682641,,100.0,0.0,No,Equally likely to refuse or accept,Equally likely to or unlikely,Very important,Very proud,Agree,,Neither agree nor disagree,94,Disagree,7,Strongly agree,99.0,Strongly disagree,84,Strongly disagree,90.0,Strongly support,Strongly oppose,,,,,,,1. Tax richer people at a higher rate,1. Decrease U.S. production of natural gas and coal,1. Implement government health insurance for everyone,,,,1966,Female,White,No,I can not speak Spanish,4-year,Divorced,Full-time,"$50,000 - $59,999",No,Democrat,Strong Democrat,Did not vote for President,Joe Biden,Nevada,Suburban area,Yes,Very liberal,Most of the time,Atheist,More than once a week,No,Not at all important,Never,2022-10-15 15:41:09,2022-10-15 15:51:22,1,2022,42,5,18663663
0.9924835819,,10.0,90.0,No,Likely to refuse,Unlikely,Very important,Extremely proud,Disagree,,Strongly disagree,90,Disagree,73,Disagree,90.0,Strongly disagree,89,Disagree,91.0,Oppose,,,,,,,,5.,,5.,5.,,,1949,Male,White,No,I can not speak Spanish,Post-grad,Married,Retired,"$70,000 - $79,999",No,Republican,Strong Republican,Donald Trump,Donald Trump,Wisconsin,Rural area,Yes,Conservative,Most of the time,Roman Catholic,Once a week,No,Very important,Once a day,2022-10-14 16:36:24,2022-10-14 16:59:40,1,2022,42,5,18726069
0.4796650334,,90.0,78.0,No,Equally likely to refuse or accept,Unlikely,Important,Very proud,Disagree,,Disagree,5,Strongly disagree,9,Disagree,6.0,Neither agree nor disagree,6,Disagree,20.0,Strongly oppose,,,,,,,,,4. Middle of the road; see the pros and cons of both sides,,5.,"1. Ban the manufacture, possession, and sale of assault rifles and semi-automatic weapons",,1944,Male,Black,No,I can not speak Spanish,Some college,Widowed,Homemaker,"$20,000 - $29,999",No,Republican,Not very strong Republican,Donald Trump,Donald Trump,California,Small town,Yes,Conservative,Only now and then,Nothing in particular,Seldom,No,Very important,Don't know,2022-10-17 03:32:05,2022-10-17 04:09:36,1,2022,42,5,18940647
0.9924835819,,5.0,65.0,No,Likely to accept,Extremely unlikely,Important,Very proud,Disagree,,Disagree,75,Neither agree nor disagree,65,Disagree,90.0,Strongly disagree,85,Disagree,75.0,Neither support nor oppose,,,,,,,,,6.,7. Have individuals and private insurance pay medical expenses,,,,1951,Male,White,No,I can not speak Spanish,Post-grad,Married,Retired,"$80,000 - $99,999",No,Other,Lean Republican,Donald Trump,Donald Trump,Virginia,Suburban area,Yes,Conservative,Most of the time,Protestant,More than once a week,Yes,Very important,Several times a day,2022-10-14 16:35:32,2022-10-14 17:00:21,1,2022,42,5,19049178
