weight,party_rand_cat,democrat_therm_1,republican_therm_1,general_trust,institutional_corruption,institutional_response,vote_importance,pride,fair_treatment,maga,norm_judges,norm_judges_perception,norm_polling,norm_polling_perception,norm_executive,norm_executive_perception,norm_censorship,norm_censorship_perception,norm_loyalty,norm_loyalty_perception,violence1,violence2,violence3,violence4,violence5,violence6,violence3_perception,violence6_perception,policy_graduated_taxes,policy_energy_ind,policy_health_insur,policy_free_trade,policy_gun_rights,matchup2024,birthyr,gender,race,hispanic,speakspanish,educ,marstat,employ,faminc_new,child18,pid3,pid7,presvote16post,presvote20post,inputstate,urbanicity2,votereg,ideo5,newsint,religpew,pew_churatd,pew_bornagain,pew_religimp,pew_prayer,starttime,endtime,engaged,year,week,survey,uid_public
0.6308624478,,100.0,1,No,Likely to refuse,Likely,Very important,Very proud,Agree,,Disagree,3,Disagree,1.0,Agree,1,Disagree,70.0,Disagree,9,Support,Oppose,,,,,7,6,,2.,,4. Middle of the road; see the pros and cons of both sides,,,1957,Male,White,No,I can not speak Spanish,4-year,Domestic / civil partnership,Full-time,"$40,000 - $49,999",No,Democrat,Strong Democrat,Hillary Clinton,Joe Biden,Indiana,Smaller city,Yes,Very liberal,Most of the time,Protestant,Once or twice a month,No,Somewhat important,Seldom,2023-02-24 21:15:30,2023-02-24 22:50:31,1,2023,9,24,71571
0.8526271078,,17.0,82,No,Equally likely to refuse or accept,Equally likely to or unlikely,Very important,Moderately proud,Disagree,Neither,Neither agree nor disagree,80,Disagree,78.0,Neither agree nor disagree,82,Neither agree nor disagree,69.0,Disagree,81,Neither support nor oppose,,,,,,82,77,,7. Increase U.S. production of natural gas and coal,,7. Allow free trade,,,1969,Female,White,No,I can not speak Spanish,High school graduate,Married,Homemaker,Prefer not to say,No,Other,Lean Republican,Other,Donald Trump,Pennsylvania,Big city,Yes,Very conservative,Some of the time,Something else,Once a week,Yes,Very important,Several times a day,2023-02-25 14:49:19,2023-02-25 14:56:28,0,2023,9,24,18360894
0.6475417179,,92.0,10,Yes,Likely to refuse,Equally likely to or unlikely,Very important,Moderately proud,Neither agree nor disagree,,Disagree,39,Strongly disagree,80.0,Neither agree nor disagree,89,Agree,40.0,Strongly disagree,30,Support,Oppose,,,,,60,30,,,2.,3.,,,1949,Male,White,No,I can not speak Spanish,2-year,Married,Part-time,"$30,000 - $39,999",No,Democrat,Strong Democrat,Hillary Clinton,Joe Biden,Minnesota,Small town,Yes,Liberal,Most of the time,Roman Catholic,Never,No,Not at all important,Don't know,2023-02-24 17:16:31,2023-02-24 17:42:11,1,2023,9,24,18536673
0.8105400358,Independent assigned Republican,60.0,30,No,Likely to accept,Extremely unlikely,Very important,Only a little proud,Neither agree nor disagree,,Neither agree nor disagree,6,Strongly disagree,5.0,Neither agree nor disagree,6,Strongly disagree,5.0,Neither agree nor disagree,5,Neither support nor oppose,,,,,,1,1,,,,4. Middle of the road; see the pros and cons of both sides,"1. Ban the manufacture, possession, and sale of assault rifles and semi-automatic weapons",,1972,Male,White,No,I can not speak Spanish,4-year,Never married,Full-time,"$80,000 - $99,999",No,Independent,Independent,Hillary Clinton,Joe Biden,Indiana,Small town,Yes,Moderate,Only now and then,Agnostic,Never,No,Not at all important,Never,2023-02-25 04:01:18,2023-02-25 04:36:21,1,2023,9,24,18536961
0.9288880891,,76.0,5,Yes,Likely to refuse,Equally likely to or unlikely,Very important,Only a little proud,Agree,,Strongly disagree,61,Strongly disagree,50.0,Neither agree nor disagree,21,Disagree,80.0,Strongly disagree,50,Oppose,,,,,,50,21,,,2.,,"1. Ban the manufacture, possession, and sale of assault rifles and semi-automatic weapons",,1953,Female,White,Yes,I can not speak Spanish,4-year,Married,Part-time,"$30,000 - $39,999",No,Democrat,Strong Democrat,Hillary Clinton,Joe Biden,Tennessee,Rural area,Yes,Liberal,Most of the time,Atheist,Never,No,Not at all important,Never,2023-02-24 17:13:16,2023-02-24 18:40:56,0,2023,9,24,18550029
1.1457252234,,85.0,40,Yes,Equally likely to refuse or accept,Equally likely to or unlikely,Very important,Very proud,Agree,,Disagree,50,Strongly disagree,60.0,Agree,75,Strongly disagree,50.0,Strongly disagree,45,Oppose,,,,,,40,35,,,3.,,"1. Ban the manufacture, possession, and sale of assault rifles and semi-automatic weapons",,1951,Female,Black,No,I can not speak Spanish,2-year,Never married,Retired,"$40,000 - $49,999",No,Democrat,Strong Democrat,Hillary Clinton,Joe Biden,North Carolina,Rural area,Yes,Moderate,Most of the time,Protestant,Once a week,Yes,Very important,Several times a day,2023-02-25 18:17:23,2023-02-25 20:08:42,0,2023,9,24,18848244
1.1684639642,,,84,No,Likely to accept,Likely,Important,Very proud,Neither agree nor disagree,Neither,Disagree,0,Neither agree nor disagree,47.0,Strongly agree,0,Strongly agree,0.0,Agree,50,Neither support nor oppose,,,,,,100,100,,,7. Have individuals and private insurance pay medical expenses,4. Middle of the road; see the pros and cons of both sides,,,1949,Female,White,No,I can not speak Spanish,High school graduate,Married,Retired,Prefer not to say,No,Republican,Strong Republican,Donald Trump,Donald Trump,Florida,Smaller city,Yes,Conservative,Some of the time,Roman Catholic,Seldom,No,Somewhat important,Seldom,2023-02-25 02:46:59,2023-02-25 17:45:25,1,2023,9,24,18856146
0.9267614436,,39.0,60,No,Equally likely to refuse or accept,Equally likely to or unlikely,Very important,Extremely proud,Neither agree nor disagree,MAGA Republican,Strongly disagree,50,Strongly disagree,50.0,Disagree,90,Strongly disagree,2.0,Neither agree nor disagree,50,Oppose,,,,,,90,90,3.,,7. Have individuals and private insurance pay medical expenses,4. Middle of the road; see the pros and cons of both sides,"7. Do not restrict the manufacture, possession, and sale of assault rifles and semi-automatic weapons",,1943,Male,White,No,I can not speak Spanish,Some college,Married,Retired,"$50,000 - $59,999",No,Independent,Lean Republican,Donald Trump,Donald Trump,Illinois,Small town,Yes,Very conservative,Most of the time,Protestant,Never,Yes,Somewhat important,A few times a month,2023-02-24 17:16:31,2023-02-24 17:34:34,0,2023,9,24,18951618
0.9519694680,,90.0,30,No,Likely to refuse,Equally likely to or unlikely,Very important,Very proud,Agree,,Strongly disagree,44,Strongly disagree,53.0,Neither agree nor disagree,67,Strongly disagree,60.0,Strongly disagree,55,Support,Oppose,,,,,33,20,,,,,"1. Ban the manufacture, possession, and sale of assault rifles and semi-automatic weapons",,1947,Male,White,No,,4-year,Married,Retired,"$40,000 - $49,999",No,Democrat,Strong Democrat,Hillary Clinton,Joe Biden,Florida,Rural area,Yes,Very liberal,Most of the time,Protestant,Seldom,No,Not too important,Several times a day,2023-02-25 01:46:13,2023-02-25 02:04:48,1,2023,9,24,19103043
1.1150105305,,27.0,56,No,Likely to accept,Unlikely,Very important,Extremely proud,Disagree,MAGA Republican,Strongly disagree,81,Strongly disagree,71.0,Agree,80,Strongly disagree,71.0,Disagree,81,Neither support nor oppose,,,,,,19,10,,,7. Have individuals and private insurance pay medical expenses,4. Middle of the road; see the pros and cons of both sides,4. Middle of the road; see the pros and cons of both sides,,1943,Male,White,No,I can not speak Spanish,2-year,Married,Retired,"$100,000 - $119,999",No,Independent,Lean Republican,Donald Trump,Donald Trump,California,Smaller city,Yes,Very conservative,Most of the time,Roman Catholic,Once a week,No,Very important,Several times a day,2023-02-24 20:59:22,2023-02-24 21:10:49,1,2023,9,24,19249491
