weight,party_rand_cat,democrat_therm_1,republican_therm_1,general_trust,institutional_corruption,institutional_response,vote_importance,pride,fair_treatment,maga,norm_judges,norm_judges_perception,norm_polling,norm_polling_perception,norm_executive,norm_executive_perception,norm_censorship,norm_censorship_perception,norm_loyalty,norm_loyalty_perception,violence1,violence2,violence3,violence4,violence5,violence6,violence3_perception,violence6_perception,policy_graduated_taxes,policy_energy_ind,policy_health_insur,policy_free_trade,policy_gun_rights,matchup2024,birthyr,gender,race,hispanic,speakspanish,educ,marstat,employ,faminc_new,child18,pid3,pid7,presvote16post,presvote20post,inputstate,urbanicity2,votereg,ideo5,newsint,religpew,pew_churatd,pew_bornagain,pew_religimp,pew_prayer,starttime,endtime,engaged,year,week,survey,uid_public
1.1654198735,,0.0,80.0,No,Extremely likely to accept,Equally likely to or unlikely,Neither important nor unimportant,Moderately proud,Agree,Neither,Neither agree nor disagree,44,Neither agree nor disagree,48,Neither agree nor disagree,54,Neither agree nor disagree,45.0,Neither agree nor disagree,49,Neither support nor oppose,,,,,,40.0,66,4. Middle of the road; see the pros and cons of both sides,,4. Middle of the road; see the pros and cons of both sides,,4. Middle of the road; see the pros and cons of both sides,,1983,Male,White,No,I can not speak Spanish,High school graduate,Married,Full-time,"$350,000 - $499,999",Yes,Republican,Strong Republican,Did not vote for President,Did not vote for President,Virginia,Smaller city,Yes,Moderate,Hardly at all,Protestant,Once a week,No,Not too important,Once a week,2023-01-27 17:45:49,2023-01-27 17:49:01,1,2023,5,20,1697197692
0.8770233874,,63.0,79.0,Yes,Likely to refuse,Likely,Very important,Extremely proud,Agree,Neither,Agree,69,Agree,80,Strongly agree,91,Agree,60.0,Agree,80,Neither support nor oppose,,,,,,51.0,30,5.,,2.,,2.,,1963,Male,White,No,I can not speak Spanish,Post-grad,Married,Part-time,"$80,000 - $99,999",Yes,Republican,Not very strong Republican,Donald Trump,Donald Trump,Georgia,Smaller city,Yes,Conservative,Some of the time,Roman Catholic,Once a week,No,Very important,Once a week,2023-01-27 17:43:23,2023-01-27 17:49:20,0,2023,5,20,618934080
0.8393236235,,51.0,17.0,Yes,Likely to accept,Unlikely,Very important,Moderately proud,Neither agree nor disagree,,Disagree,20,Disagree,80,Neither agree nor disagree,69,Neither agree nor disagree,66.0,Neither agree nor disagree,77,Support,Strongly oppose,,,,,69.0,51,4. Middle of the road; see the pros and cons of both sides,,4. Middle of the road; see the pros and cons of both sides,3.,"1. Ban the manufacture, possession, and sale of assault rifles and semi-automatic weapons",,1986,Female,Hispanic,Yes,I speak English primarily but can speak Spanish,4-year,Married,Full-time,"$200,000 - $249,999",Yes,Democrat,Not very strong Democrat,Hillary Clinton,Joe Biden,California,Suburban area,Yes,Moderate,Only now and then,Nothing in particular,Seldom,No,Not at all important,Seldom,2023-01-27 17:43:48,2023-01-27 17:53:02,0,2023,5,20,1843079088
1.1410660448,,0.0,100.0,No,Extremely likely to accept,Extremely unlikely,Very important,Moderately proud,Strongly disagree,MAGA Republican,Neither agree nor disagree,13,Neither agree nor disagree,10,Neither agree nor disagree,3,Neither agree nor disagree,6.0,Neither agree nor disagree,10,Support,Oppose,,,,,13.0,16,1. Tax richer people at a higher rate,4. Middle of the road; see the pros and cons of both sides,,,,,1969,Female,White,No,I can not speak Spanish,High school graduate,Married,Homemaker,"$100,000 - $119,999",No,Independent,Lean Republican,Donald Trump,Donald Trump,Maine,Rural area,Yes,Conservative,Hardly at all,Nothing in particular,Never,No,Not at all important,Seldom,2023-01-27 17:50:13,2023-01-27 17:54:16,0,2023,5,20,614071083
1.0335696137,Independent assigned Democrat,40.0,5.0,No,Extremely likely to accept,Unlikely,Neither important nor unimportant,Not at all proud,Disagree,,Neither agree nor disagree,63,Strongly disagree,59,Neither agree nor disagree,71,Strongly disagree,77.0,Strongly disagree,71,Support,Neither support nor oppose,,,,,48.0,28,1. Tax richer people at a higher rate,,,4. Middle of the road; see the pros and cons of both sides,,,1997,Female,White,No,I can not speak Spanish,4-year,Never married,Unemployed,"$100,000 - $119,999",No,Independent,Independent,Hillary Clinton,Joe Biden,Pennsylvania,Suburban area,No,Very liberal,Only now and then,Nothing in particular,Never,No,Not too important,Seldom,2023-01-27 17:44:50,2023-01-27 17:55:04,1,2023,5,20,495462315
0.3133422387,,40.0,0.0,No,Extremely likely to accept,Extremely unlikely,Important,Only a little proud,Strongly disagree,,Agree,100,Neither agree nor disagree,100,Strongly agree,100,Neither agree nor disagree,100.0,Disagree,100,Support,Oppose,,,,,100.0,100,,,1. Implement government health insurance for everyone,,3.,,1973,Male,White,No,I can not speak Spanish,Some college,Married,Full-time,"$150,000 - $199,999",Yes,Independent,Lean Democrat,Jill Stein,Joe Biden,California,Suburban area,Yes,Moderate,Most of the time,Atheist,Never,No,Not at all important,Never,2023-01-27 17:48:03,2023-01-27 17:56:07,1,2023,5,20,1444832850
1.4797512580,,54.0,68.0,Yes,Likely to refuse,Likely,Important,Extremely proud,Agree,,Neither agree nor disagree,54,Disagree,58,Disagree,61,Agree,51.0,Agree,52,Support,Strongly oppose,,,,,62.0,46,5.,,5.,,,,2000,Male,Black,No,I can not speak Spanish,4-year,Never married,Full-time,"$40,000 - $49,999",No,Democrat,Not very strong Democrat,Did not vote for President,Joe Biden,Texas,Big city,Yes,Liberal,Some of the time,Roman Catholic,Once or twice a month,Yes,Somewhat important,Once a day,2023-01-27 17:43:27,2023-01-27 17:56:39,1,2023,5,20,1804156104
0.5216027234,,97.0,80.0,Yes,Equally likely to refuse or accept,Equally likely to or unlikely,Very important,Very proud,Neither agree nor disagree,,Strongly disagree,50,Strongly disagree,20,Disagree,70,Disagree,50.0,Disagree,30,Support,Oppose,,,,,25.0,1,,,1. Implement government health insurance for everyone,7. Allow free trade,,,1944,Male,White,No,I can not speak Spanish,Post-grad,Married,Retired,"$30,000 - $39,999",No,Democrat,Strong Democrat,Hillary Clinton,Joe Biden,Oregon,Suburban area,Yes,Liberal,Most of the time,Roman Catholic,Once a week,No,Very important,Once a day,2023-01-27 17:45:54,2023-01-27 17:56:42,1,2023,5,20,20536248
0.8497219618,,100.0,49.0,No,Extremely likely to accept,Equally likely to or unlikely,Very important,Extremely proud,Neither agree nor disagree,,Agree,44,Strongly agree,50,Agree,48,Agree,32.0,Strongly agree,34,Support,Support,Support,Support,Neither support nor oppose,,51.0,47,4. Middle of the road; see the pros and cons of both sides,,,,4. Middle of the road; see the pros and cons of both sides,,1969,Male,White,No,I can not speak Spanish,4-year,Never married,Full-time,"$70,000 - $79,999",Yes,Democrat,Strong Democrat,Gary Johnson,Donald Trump,Louisiana,Big city,Yes,Very liberal,Most of the time,Roman Catholic,More than once a week,No,Very important,A few times a week,2023-01-27 17:49:08,2023-01-27 17:56:48,0,2023,5,20,1739208684
0.6947171103,Independent assigned Democrat,50.0,50.0,No,Likely to accept,Unlikely,Very unimportant,Moderately proud,Agree,,Neither agree nor disagree,50,Neither agree nor disagree,50,Neither agree nor disagree,50,Neither agree nor disagree,50.0,Neither agree nor disagree,50,Neither support nor oppose,,,,,,2.0,0,,,1. Implement government health insurance for everyone,4. Middle of the road; see the pros and cons of both sides,,,1974,Female,White,No,I can not speak Spanish,High school graduate,Married,Homemaker,"$80,000 - $99,999",No,Not sure,Independent,Did not vote for President,Did not vote for President,South Carolina,Suburban area,No,Not sure,Hardly at all,Agnostic,Never,No,Not at all important,Never,2023-01-27 17:48:20,2023-01-27 17:57:50,1,2023,5,20,495853482
1.2040786245,,38.0,37.0,Yes,Likely to accept,Unlikely,Important,Very proud,Neither agree nor disagree,Neither,Strongly disagree,33,Strongly disagree,52,Disagree,65,Strongly disagree,50.0,Strongly disagree,10,Neither support nor oppose,,,,,,50.0,15,4. Middle of the road; see the pros and cons of both sides,,4. Middle of the road; see the pros and cons of both sides,,2.,,1992,Female,White,No,,2-year,Never married,Part-time,"$60,000 - $69,999",No,Independent,Lean Republican,Did not vote for President,Donald Trump,Virginia,Suburban area,Yes,Moderate,Some of the time,Nothing in particular,Never,Yes,Somewhat important,A few times a week,2023-01-27 17:48:11,2023-01-27 17:58:09,1,2023,5,20,1423920306
0.5515410443,,40.0,0.0,No,Extremely likely to accept,Extremely unlikely,Important,Not at all proud,Strongly disagree,,Strongly disagree,70,Strongly disagree,80,Strongly disagree,100,Strongly disagree,100.0,Strongly disagree,100,Strongly support,Strongly support,Strongly oppose,,,,30.0,60,1. Tax richer people at a higher rate,1. Decrease U.S. production of natural gas and coal,1. Implement government health insurance for everyone,4. Middle of the road; see the pros and cons of both sides,,,1982,Male,White,No,I can not speak Spanish,Post-grad,Married,Full-time,"$50,000 - $59,999",Yes,Independent,Lean Democrat,Gary Johnson,Joe Biden,Nebraska,Suburban area,Yes,Moderate,Only now and then,Nothing in particular,More than once a week,No,Very important,A few times a week,2023-01-27 17:45:45,2023-01-27 17:58:41,1,2023,5,20,485849847
1.1331092103,,73.0,2.0,Yes,Equally likely to refuse or accept,Equally likely to or unlikely,Very important,Moderately proud,Agree,,Disagree,44,Disagree,74,Neither agree nor disagree,36,Agree,82.0,Strongly disagree,76,Oppose,,,,,,29.0,14,,1. Decrease U.S. production of natural gas and coal,1. Implement government health insurance for everyone,7. Allow free trade,,,1967,Female,Other,No,I can not speak Spanish,Post-grad,Married,Retired,"$120,000 - $149,999",No,Democrat,Strong Democrat,Hillary Clinton,Joe Biden,California,Suburban area,Yes,Liberal,Most of the time,Jewish,Seldom,No,Not too important,Seldom,2023-01-27 17:45:33,2023-01-27 17:58:55,0,2023,5,20,1610845068
0.9818709341,,10.0,70.0,No,Equally likely to refuse or accept,Unlikely,Very important,Very proud,Neither agree nor disagree,Neither,Strongly disagree,85,Strongly disagree,70,Neither agree nor disagree,100,Disagree,80.0,Disagree,84,Oppose,,,,,,50.0,17,,,5.,5.,,,1998,Female,White,No,I can not speak Spanish,4-year,Never married,Full-time,"$80,000 - $99,999",No,Republican,Strong Republican,Donald Trump,Donald Trump,Washington,Suburban area,Yes,Conservative,Some of the time,Protestant,Once a week,No,Very important,A few times a week,2023-01-27 17:48:44,2023-01-27 17:59:02,1,2023,5,20,1858244412
0.5489559475,Independent assigned Republican,0.0,0.0,Yes,Extremely likely to accept,Unlikely,Very important,Not at all proud,Strongly disagree,,Strongly disagree,60,Strongly disagree,35,Strongly disagree,70,Strongly disagree,70.0,Strongly disagree,20,Strongly support,Neither support nor oppose,,,,,30.0,5,4. Middle of the road; see the pros and cons of both sides,,,7. Allow free trade,,,1990,Male,White,No,,Some college,Domestic / civil partnership,Part-time,"$50,000 - $59,999",No,Other,Independent,Gary Johnson,Joe Biden,Alaska,Small town,Yes,Not sure,Most of the time,Protestant,Seldom,No,Somewhat important,A few times a week,2023-01-27 17:48:00,2023-01-27 17:59:12,0,2023,5,20,1879874616
