weight,party_rand_cat,democrat_therm_1,republican_therm_1,general_trust,institutional_corruption,institutional_response,vote_importance,pride,fair_treatment,maga,norm_judges,norm_judges_perception,norm_polling,norm_polling_perception,norm_executive,norm_executive_perception,norm_censorship,norm_censorship_perception,norm_loyalty,norm_loyalty_perception,violence1,violence2,violence3,violence4,violence5,violence6,violence3_perception,violence6_perception,policy_graduated_taxes,policy_energy_ind,policy_health_insur,policy_free_trade,policy_gun_rights,matchup2024,birthyr,gender,race,hispanic,speakspanish,educ,marstat,employ,faminc_new,child18,pid3,pid7,presvote16post,presvote20post,inputstate,urbanicity2,votereg,ideo5,newsint,religpew,pew_churatd,pew_bornagain,pew_religimp,pew_prayer,starttime,endtime,engaged,year,week,survey,uid_public
0.6999975628,,50,80.0,No,Likely to accept,Unlikely,Important,Extremely proud,Neither agree nor disagree,Neither,Disagree,60.0,Disagree,65,Disagree,70,Disagree,49,Neither agree nor disagree,60,Oppose,,,,,,75,60,4. Middle of the road; see the pros and cons of both sides,4. Middle of the road; see the pros and cons of both sides,5.,6.,4. Middle of the road; see the pros and cons of both sides,Not sure,1996,Male,Black,No,I can not speak Spanish,Some college,Never married,Full-time,"$50,000 - $59,999",No,Not sure,Lean Republican,Hillary Clinton,Donald Trump,Texas,Big city,Yes,Conservative,Only now and then,Roman Catholic,Never,No,Somewhat important,A few times a week,2024-10-25 16:26:14,2024-10-25 16:34:22,1,2024,44,111,1453790406
0.5422258373,,72,27.0,No,Likely to accept,Unlikely,Very important,Not at all proud,Disagree,,Strongly disagree,100.0,Strongly disagree,100,Strongly disagree,100,Strongly disagree,90,Strongly disagree,100,Neither support nor oppose,,,,,,100,100,1. Tax richer people at a higher rate,3.,5.,4. Middle of the road; see the pros and cons of both sides,2.,Kamala Harris,1978,Female,White,No,I can not speak Spanish,4-year,Married,Full-time,"$120,000 - $149,999",Yes,Independent,Lean Democrat,Evan McMullin,Joe Biden,Utah,Rural area,Yes,Moderate,Most of the time,Something else,More than once a week,No,Very important,Several times a day,2024-10-25 16:25:35,2024-10-25 16:38:32,1,2024,44,111,2147483647
0.8767822611,,95,3.0,No,Likely to accept,Equally likely to or unlikely,Very important,Moderately proud,Agree,,Neither agree nor disagree,83.0,Strongly disagree,86,Strongly agree,100,Strongly disagree,95,Strongly disagree,74,Neither support nor oppose,,,,,,70,26,1. Tax richer people at a higher rate,2.,1. Implement government health insurance for everyone,4. Middle of the road; see the pros and cons of both sides,"1. Ban the manufacture, possession, and sale of assault rifles and semi-automatic weapons",Kamala Harris,1951,Male,White,No,I can not speak Spanish,Post-grad,Married,Full-time,"$250,000 - $349,999",No,Democrat,Strong Democrat,Hillary Clinton,Joe Biden,Illinois,Suburban area,Yes,Very liberal,Most of the time,Protestant,A few times a year,No,Not too important,Never,2024-10-25 16:24:55,2024-10-25 16:38:50,1,2024,44,111,18526701
1.3786187535,,70,0.0,No,Extremely likely to accept,Extremely unlikely,Very important,Moderately proud,Agree,,Strongly disagree,90.0,Strongly disagree,90,Disagree,90,Strongly disagree,90,Strongly disagree,90,Oppose,,,,,,90,80,3.,1. Decrease U.S. production of natural gas and coal,1. Implement government health insurance for everyone,5.,"1. Ban the manufacture, possession, and sale of assault rifles and semi-automatic weapons",Kamala Harris,1963,Female,White,No,I can not speak Spanish,Post-grad,Married,Homemaker,"$120,000 - $149,999",No,Democrat,Strong Democrat,Hillary Clinton,Joe Biden,Washington,Rural area,Yes,Liberal,Most of the time,Atheist,Never,No,Not at all important,Never,2024-10-25 16:25:44,2024-10-25 16:39:10,1,2024,44,111,1498526058
0.5580725760,,90,10.0,Yes,Likely to accept,Unlikely,Very important,Moderately proud,Agree,,Strongly disagree,51.0,Neither agree nor disagree,10,Disagree,53,Strongly disagree,53,Disagree,52,Oppose,,,,,,46,47,1. Tax richer people at a higher rate,1. Decrease U.S. production of natural gas and coal,1. Implement government health insurance for everyone,4. Middle of the road; see the pros and cons of both sides,"1. Ban the manufacture, possession, and sale of assault rifles and semi-automatic weapons",Kamala Harris,1955,Male,White,No,I can not speak Spanish,4-year,Married,Full-time,"$60,000 - $69,999",No,Independent,Lean Democrat,Gary Johnson,Joe Biden,Kansas,Small town,Yes,Moderate,Most of the time,Protestant,Never,No,Not at all important,Never,2024-10-25 16:25:58,2024-10-25 16:39:41,1,2024,44,111,571222092
1.0692529191,,59,3.0,Yes,Equally likely to refuse or accept,Equally likely to or unlikely,Very important,Moderately proud,Agree,,Disagree,87.0,Strongly disagree,54,Neither agree nor disagree,87,Strongly disagree,51,Strongly disagree,80,Neither support nor oppose,,,,,,91,90,1. Tax richer people at a higher rate,1. Decrease U.S. production of natural gas and coal,1. Implement government health insurance for everyone,2.,"1. Ban the manufacture, possession, and sale of assault rifles and semi-automatic weapons",Kamala Harris,1960,Female,White,No,I can not speak Spanish,Some college,Divorced,Retired,"Less than $10,000",No,Democrat,Strong Democrat,Hillary Clinton,Joe Biden,Minnesota,Small town,Yes,Very liberal,Most of the time,Atheist,Never,No,Not at all important,Never,2024-10-25 16:26:42,2024-10-25 16:40:06,1,2024,44,111,2070275934
0.7221949336,Independent assigned Republican,0,41.0,No,Extremely likely to accept,Equally likely to or unlikely,Very important,Extremely proud,Disagree,,Agree,100.0,Neither agree nor disagree,100,Agree,100,Neither agree nor disagree,100,Agree,100,Support,Oppose,,,,,90,60,4. Middle of the road; see the pros and cons of both sides,7. Increase U.S. production of natural gas and coal,1. Implement government health insurance for everyone,4. Middle of the road; see the pros and cons of both sides,"7. Do not restrict the manufacture, possession, and sale of assault rifles and semi-automatic weapons",Donald Trump,1968,Male,White,No,,4-year,Never married,Full-time,"$30,000 - $39,999",No,Independent,Independent,Donald Trump,Donald Trump,Georgia,Small town,Yes,Moderate,Most of the time,Protestant,A few times a year,Yes,Somewhat important,A few times a week,2024-10-25 16:26:49,2024-10-25 16:41:53,1,2024,44,111,2147483647
1.3944824742,,39,77.0,Yes,Likely to refuse,Likely,Important,Very proud,Neither agree nor disagree,MAGA Republican,Neither agree nor disagree,51.0,Disagree,46,Disagree,53,Neither agree nor disagree,51,Neither agree nor disagree,50,Oppose,,,,,,45,57,1. Tax richer people at a higher rate,7. Increase U.S. production of natural gas and coal,4. Middle of the road; see the pros and cons of both sides,7. Allow free trade,"7. Do not restrict the manufacture, possession, and sale of assault rifles and semi-automatic weapons",Donald Trump,1989,Male,White,Yes,I can not speak Spanish,4-year,Married,Full-time,"$80,000 - $99,999",Yes,Republican,Not very strong Republican,Donald Trump,Donald Trump,Texas,Suburban area,Yes,Moderate,Most of the time,Protestant,Once a week,Yes,Very important,Once a day,2024-10-25 16:27:13,2024-10-25 16:45:17,1,2024,44,111,2147483647
1.2736068046,,90,29.0,No,Likely to accept,Equally likely to or unlikely,Important,Extremely proud,Agree,,Strongly disagree,0.0,Strongly disagree,0,Strongly disagree,0,Disagree,0,Strongly disagree,0,Oppose,,,,,,12,5,4. Middle of the road; see the pros and cons of both sides,7. Increase U.S. production of natural gas and coal,1. Implement government health insurance for everyone,7. Allow free trade,"1. Ban the manufacture, possession, and sale of assault rifles and semi-automatic weapons",Kamala Harris,1990,Male,White,No,I can not speak Spanish,4-year,Never married,Part-time,"$30,000 - $39,999",No,Democrat,Strong Democrat,Hillary Clinton,Joe Biden,Texas,Smaller city,Yes,Liberal,Most of the time,Roman Catholic,Once or twice a month,No,Not too important,A few times a week,2024-10-25 16:27:06,2024-10-25 16:50:17,1,2024,44,111,2147483647
1.0707134251,,91,35.0,Yes,Equally likely to refuse or accept,Likely,Very important,Extremely proud,Agree,,Neither agree nor disagree,30.0,Agree,30,Agree,30,Agree,30,Agree,30,Oppose,,,,,,30,30,4. Middle of the road; see the pros and cons of both sides,3.,4. Middle of the road; see the pros and cons of both sides,4. Middle of the road; see the pros and cons of both sides,4. Middle of the road; see the pros and cons of both sides,Kamala Harris,1988,Male,White,No,I can not speak Spanish,4-year,Married,Full-time,"$120,000 - $149,999",Yes,Democrat,Not very strong Democrat,Hillary Clinton,Joe Biden,Rhode Island,Suburban area,Yes,Liberal,Most of the time,Roman Catholic,Once a week,No,Somewhat important,A few times a week,2024-10-25 16:25:23,2024-10-25 16:51:14,1,2024,44,111,2147483647
2.6027270783,,100,33.0,No,Equally likely to refuse or accept,Likely,Very important,Very proud,Disagree,,Strongly disagree,94.0,Strongly disagree,92,Agree,100,Strongly disagree,100,Strongly disagree,100,Neither support nor oppose,,,,,,91,94,1. Tax richer people at a higher rate,4. Middle of the road; see the pros and cons of both sides,1. Implement government health insurance for everyone,4. Middle of the road; see the pros and cons of both sides,"1. Ban the manufacture, possession, and sale of assault rifles and semi-automatic weapons",Kamala Harris,1956,Male,Black,No,I can not speak Spanish,4-year,Never married,Permanently disabled,"$10,000 - $19,999",No,Democrat,Strong Democrat,Hillary Clinton,Joe Biden,Georgia,Smaller city,Yes,Moderate,Most of the time,Roman Catholic,Once a week,No,Very important,Several times a day,2024-10-25 16:25:16,2024-10-25 16:54:13,1,2024,44,111,2147483647
1.0243038039,Independent assigned Republican,35,62.0,No,Likely to accept,Equally likely to or unlikely,Important,Very proud,Strongly disagree,,Strongly disagree,40.0,Strongly disagree,10,Strongly disagree,40,Strongly disagree,15,Strongly disagree,10,Oppose,,,,,,25,5,5.,5.,3.,5.,"7. Do not restrict the manufacture, possession, and sale of assault rifles and semi-automatic weapons",Another candidate,1969,Female,White,No,,Some college,Married,Full-time,"$60,000 - $69,999",No,Independent,Independent,Donald Trump,Donald Trump,Washington,Suburban area,Yes,Moderate,Most of the time,Agnostic,Seldom,No,Not at all important,Seldom,2024-10-25 16:26:11,2024-10-25 16:56:39,1,2024,44,111,1198334604
0.8767822611,,95,0.0,No,Likely to refuse,Likely,Very important,Extremely proud,Agree,,Strongly disagree,90.0,Strongly disagree,90,Disagree,95,Strongly disagree,90,Strongly disagree,90,Strongly support,Strongly oppose,,,,,75,75,1. Tax richer people at a higher rate,1. Decrease U.S. production of natural gas and coal,1. Implement government health insurance for everyone,3.,"1. Ban the manufacture, possession, and sale of assault rifles and semi-automatic weapons",Kamala Harris,1957,Male,White,No,I can not speak Spanish,Post-grad,Married,Full-time,"$200,000 - $249,999",No,Democrat,Strong Democrat,Hillary Clinton,Joe Biden,Illinois,Big city,Yes,Very liberal,Most of the time,Nothing in particular,Never,No,Not at all important,Seldom,2024-10-25 16:25:27,2024-10-25 17:58:02,1,2024,44,111,534430641
