weight,party_rand_cat,democrat_therm_1,republican_therm_1,general_trust,institutional_corruption,institutional_response,vote_importance,pride,fair_treatment,maga,norm_judges,norm_judges_perception,norm_polling,norm_polling_perception,norm_executive,norm_executive_perception,norm_censorship,norm_censorship_perception,norm_loyalty,norm_loyalty_perception,violence1,violence2,violence3,violence4,violence5,violence6,violence3_perception,violence6_perception,policy_graduated_taxes,policy_energy_ind,policy_health_insur,policy_free_trade,policy_gun_rights,matchup2024,birthyr,gender,race,hispanic,speakspanish,educ,marstat,employ,faminc_new,child18,pid3,pid7,presvote16post,presvote20post,inputstate,urbanicity2,votereg,ideo5,newsint,religpew,pew_churatd,pew_bornagain,pew_religimp,pew_prayer,starttime,endtime,engaged,year,week,survey,uid_public
0.9205013975,,85,41.0,Yes,Equally likely to refuse or accept,Likely,Important,Very proud,Strongly agree,,Agree,72.0,Neither agree nor disagree,,Agree,76.0,Strongly agree,,Agree,68.0,Support,Neither support nor oppose,,,,,80.0,47.0,,6.,4. Middle of the road; see the pros and cons of both sides,5.,,,1995,Male,White,No,I can not speak Spanish,Some college,Married,Full-time,"$60,000 - $69,999",Yes,Democrat,Not very strong Democrat,Hillary Clinton,Joe Biden,California,Big city,Yes,Moderate,Some of the time,Roman Catholic,Once or twice a month,Yes,Somewhat important,A few times a week,2023-01-20 17:16:21,2023-01-20 17:25:06,1,2023,4,19,1819857720
0.6412326626,,100,34.0,Yes,Equally likely to refuse or accept,Extremely likely,Very important,Extremely proud,Agree,,Agree,32.0,Strongly agree,,Strongly agree,29.0,Strongly agree,20.0,Agree,,Strongly support,Strongly support,Strongly support,Strongly support,Strongly support,Strongly support,100.0,26.0,4. Middle of the road; see the pros and cons of both sides,,7. Have individuals and private insurance pay medical expenses,7. Allow free trade,4. Middle of the road; see the pros and cons of both sides,,1988,Female,White,No,I can not speak Spanish,High school graduate,Married,Full-time,"$80,000 - $99,999",Yes,Democrat,Strong Democrat,Hillary Clinton,Joe Biden,Florida,Big city,Yes,Moderate,Some of the time,Roman Catholic,A few times a year,No,Somewhat important,A few times a month,2023-01-20 17:18:05,2023-01-20 17:25:54,0,2023,4,19,1881186078
0.6311025690,,90,69.0,No,Equally likely to refuse or accept,Unlikely,Important,Extremely proud,Agree,,Disagree,61.0,Disagree,,Agree,59.0,Disagree,41.0,Agree,,Oppose,,,,,,5.0,11.0,2.,5.,,,"1. Ban the manufacture, possession, and sale of assault rifles and semi-automatic weapons",,1961,Male,White,No,I can not speak Spanish,High school graduate,Married,Full-time,"$50,000 - $59,999",Yes,Democrat,Not very strong Democrat,Hillary Clinton,Joe Biden,Iowa,Suburban area,Yes,Liberal,Some of the time,Nothing in particular,Never,No,Not too important,Seldom,2023-01-20 17:17:39,2023-01-20 17:31:37,0,2023,4,19,368797638
0.8561466110,,60,50.0,No,Equally likely to refuse or accept,Equally likely to or unlikely,Neither important nor unimportant,Moderately proud,Disagree,,Disagree,,Disagree,50.0,Disagree,53.0,Disagree,48.0,Neither agree nor disagree,,Neither support nor oppose,,,,,,50.0,49.0,,,,,"1. Ban the manufacture, possession, and sale of assault rifles and semi-automatic weapons",,2003,Male,Black,No,I can not speak Spanish,High school graduate,Never married,Part-time,"Less than $10,000",No,Democrat,Not very strong Democrat,Did not vote for President,Did not vote for President,South Carolina,Small town,Yes,Not sure,Don't know,Nothing in particular,Don't know,No,Somewhat important,Don't know,2023-01-20 17:24:01,2023-01-20 17:31:52,0,2023,4,19,1852729662
1.9785063879,Independent assigned Republican,15,39.0,No,Equally likely to refuse or accept,Extremely unlikely,Neither important nor unimportant,Not at all proud,Neither agree nor disagree,,Neither agree nor disagree,,Neither agree nor disagree,11.0,Neither agree nor disagree,10.0,Neither agree nor disagree,16.0,Neither agree nor disagree,,Neither support nor oppose,,,,,,45.0,10.0,4. Middle of the road; see the pros and cons of both sides,,4. Middle of the road; see the pros and cons of both sides,,,,1979,Female,White,Yes,I can not speak Spanish,No HS,Never married,Unemployed,"$10,000 - $19,999",No,Independent,Independent,Did not vote for President,Did not vote for President,California,Suburban area,No,Moderate,Some of the time,Nothing in particular,More than once a week,No,Somewhat important,Several times a day,2023-01-20 17:18:30,2023-01-20 17:31:52,0,2023,4,19,1837028208
0.5423880771,,32,0.0,No,Likely to accept,Unlikely,Very important,Only a little proud,Disagree,,Neither agree nor disagree,100.0,Strongly disagree,100.0,Agree,,Disagree,100.0,Disagree,,Strongly support,Strongly support,Oppose,,,,40.0,80.0,1. Tax richer people at a higher rate,1. Decrease U.S. production of natural gas and coal,,,,,1994,Female,White,No,I can not speak Spanish,High school graduate,Never married,Full-time,"$30,000 - $39,999",No,Other,Lean Democrat,Hillary Clinton,Joe Biden,Colorado,Big city,Yes,Very liberal,Some of the time,Something else,Never,No,Not too important,Never,2023-01-20 17:23:16,2023-01-20 17:33:59,1,2023,4,19,1879487490
1.0326933849,Independent assigned Democrat,0,0.0,No,Likely to accept,Extremely unlikely,Very important,Extremely proud,Strongly disagree,,Strongly disagree,,Strongly disagree,,Strongly disagree,56.0,Strongly disagree,2.0,Strongly disagree,7.0,Support,Oppose,,,,,0.0,0.0,,7. Increase U.S. production of natural gas and coal,5.,,"7. Do not restrict the manufacture, possession, and sale of assault rifles and semi-automatic weapons",,1981,Female,White,No,I can not speak Spanish,High school graduate,Married,Full-time,"$50,000 - $59,999",Yes,Independent,Independent,Did not vote for President,Donald Trump,Georgia,Suburban area,Yes,Very conservative,Most of the time,Protestant,Once a week,Yes,Somewhat important,Several times a day,2023-01-20 17:18:32,2023-01-20 17:34:43,1,2023,4,19,527430225
0.1824339638,,60,71.0,Yes,Likely to refuse,Likely,Very important,Very proud,Agree,,Agree,63.0,Agree,62.0,Agree,66.0,Agree,,Agree,,Oppose,,,,,,59.0,69.0,,5.,4. Middle of the road; see the pros and cons of both sides,5.,5.,,1994,Male,Black,No,I can not speak Spanish,4-year,Never married,Full-time,"$30,000 - $39,999",No,Democrat,Not very strong Democrat,Donald Trump,Joe Biden,Texas,Big city,Yes,Liberal,Some of the time,Roman Catholic,More than once a week,Yes,Very important,Several times a day,2023-01-20 17:23:57,2023-01-20 17:36:09,1,2023,4,19,1875609120
2.1025420981,,20,0.0,No,Extremely likely to accept,Extremely unlikely,Very important,Only a little proud,Strongly disagree,,Disagree,70.0,Disagree,,Neither agree nor disagree,80.0,Disagree,,Strongly disagree,40.0,Strongly support,Support,Oppose,,,,20.0,15.0,,2.,1. Implement government health insurance for everyone,,,,2003,Female,White,No,I can not speak Spanish,No HS,Never married,Unemployed,Prefer not to say,No,Democrat,Not very strong Democrat,Did not vote for President,Did not vote for President,Florida,Suburban area,No,Very liberal,Some of the time,Atheist,Never,No,Not at all important,Never,2023-01-20 17:26:31,2023-01-20 17:37:12,1,2023,4,19,1828610904
1.0448015108,,2,91.0,No,Likely to accept,Unlikely,Very important,Very proud,Agree,MAGA Republican,Disagree,50.0,Disagree,,Disagree,49.0,Strongly disagree,,Agree,87.0,Neither support nor oppose,,,,,,1.0,,,7. Increase U.S. production of natural gas and coal,,5.,,,1951,Female,White,No,I can not speak Spanish,High school graduate,Divorced,Retired,"$10,000 - $19,999",No,Republican,Strong Republican,Donald Trump,Donald Trump,Texas,Rural area,Yes,Conservative,Only now and then,Protestant,Once a week,Yes,Very important,Several times a day,2023-01-20 17:13:23,2023-01-20 17:38:57,1,2023,4,19,1239756114
